Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL
4/5/17,La Liga,Leganes,Keylor Navas,1,cr CRC,GK,30-111,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Karim Benzema,9,fr FRA,FW,29-110,90,0,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Cristiano Ronaldo,7,pt POR,FW,32-062,90,0,0,0,0,4,2,0,0,0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Gareth Bale,11,wls WAL,FW,27-266,80,0,0,0,0,5,1,0,0,1,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Lucas Vázquez,17,es ESP,"DF,FW",25-281,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Toni Kroos,8,de GER,CM,27-094,75,0,1,0,0,0,0,0,0,1,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Isco,22,es ESP,"FW,MF",24-352,15,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Casemiro,14,br BRA,CM,25-044,90,0,0,0,0,1,0,1,0,3,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Luka Modrić,19,hr CRO,CM,31-211,90,0,0,0,0,3,0,0,0,2,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Marcelo,12,br BRA,LB,28-331,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Sergio Ramos,4,es ESP,CB,31-009,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Pepe,3,pt POR,CB,34-041,66,1,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Nacho,6,es ESP,DF,27-080,24,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Dani Carvajal,2,es ESP,RB,25-087,90,0,0,0,0,1,0,1,0,0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/8/17,La Liga,Atletico Madrid,Keylor Navas,1,cr CRC,GK,30-114,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga
4/12/17,Champions League,Bayern Munich,Karim Benzema,9,fr FRA,FW,29-114,83,0,0,0,0,4,2,0,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,James Rodríguez,10,co COL,"FW,MF",25-274,7,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Cristiano Ronaldo,7,pt POR,FW,32-066,90,2,0,0,0,8,4,0,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Gareth Bale,11,wls WAL,FW,27-270,59,0,0,0,0,2,2,0,0,2,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Marco Asensio,20,es ESP,"FW,MF",21-081,31,0,1,0,0,2,2,0,0,1,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Toni Kroos,8,de GER,CM,27-098,90,0,0,0,0,2,0,1,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Casemiro,14,br BRA,CM,25-048,90,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Luka Modrić,19,hr CRO,CM,31-215,90,0,0,0,0,1,1,0,0,4,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Mateo Kovačić,16,hr CRO,MF,22-341,,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Marcelo,12,br BRA,LB,28-335,90,0,0,0,0,2,0,0,0,3,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Sergio Ramos,4,es ESP,CB,31-013,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Nacho,6,es ESP,CB,27-084,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Dani Carvajal,2,es ESP,RB,25-091,90,0,1,0,0,0,0,1,0,1,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/12/17,Champions League,Bayern Munich,Keylor Navas,1,cr CRC,GK,30-118,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League
4/15/17,La Liga,Sporting Gijon,Álvaro Morata,21,es ESP,FW,24-174,90,1,0,0,0,3,2,1,0,0,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Marco Asensio,20,es ESP,FW,21-084,90,0,0,0,0,2,0,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Lucas Vázquez,17,es ESP,FW,25-288,70,0,1,0,0,2,0,0,0,0,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Mariano,18,do DOM,FW,23-257,20,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,James Rodríguez,10,co COL,CM,25-277,90,0,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Mateo Kovačić,16,hr CRO,CM,22-344,88,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Casemiro,14,br BRA,MF,25-051,2,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Isco,22,es ESP,CM,24-359,90,2,0,0,0,2,2,0,0,2,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Fábio Coentrão,15,pt POR,LB,29-035,56,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Marcelo,12,br BRA,"DF,MF",28-338,34,0,1,0,0,1,0,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Sergio Ramos,4,es ESP,CB,31-016,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Nacho,6,es ESP,CB,27-087,90,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Danilo,23,br BRA,RB,25-274,90,0,1,0,0,1,0,0,0,2,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/15/17,La Liga,Sporting Gijon,Kiko Casilla,13,es ESP,GK,30-195,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/775b318f/Sporting-Gijon-Real-Madrid-April-15-2017-La-Liga
4/18/17,Champions League,Bayern Munich,Karim Benzema,9,fr FRA,FW,29-120,64,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Marco Asensio,20,es ESP,"FW,MF",21-087,56,1,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Cristiano Ronaldo,7,pt POR,FW,32-072,120,3,0,0,0,4,1,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Isco,22,es ESP,FW,24-362,71,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Lucas Vázquez,17,es ESP,"DF,FW",25-291,49,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Toni Kroos,8,de GER,CM,27-104,114,0,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Mateo Kovačić,16,hr CRO,MF,22-347,6,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Casemiro,14,br BRA,CM,25-054,120,0,1,0,0,0,0,1,0,3,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Luka Modrić,19,hr CRO,CM,31-221,120,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Marcelo,12,br BRA,LB,28-341,120,0,1,0,0,0,0,0,0,2,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Sergio Ramos,4,es ESP,CB,31-019,120,0,1,0,0,2,1,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Nacho,6,es ESP,CB,27-090,120,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Dani Carvajal,2,es ESP,RB,25-097,120,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/18/17,Champions League,Bayern Munich,Keylor Navas,1,cr CRC,GK,30-124,120,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League
4/23/17,La Liga,Barcelona,Karim Benzema,9,fr FRA,FW,29-125,81,0,0,0,0,2,2,0,0,0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,James Rodríguez,10,co COL,"FW,MF",25-285,9,1,0,0,0,3,3,0,0,0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Gareth Bale,11,wls WAL,FW,27-281,38,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Marco Asensio,20,es ESP,"FW,MF",21-092,52,0,0,0,0,2,2,0,0,1,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Cristiano Ronaldo,7,pt POR,FW,32-077,90,0,0,0,0,8,3,0,0,2,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Toni Kroos,8,de GER,CM,27-109,90,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Casemiro,14,br BRA,CM,25-059,69,1,0,0,0,1,1,1,0,3,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Mateo Kovačić,16,hr CRO,MF,22-352,21,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Luka Modrić,19,hr CRO,CM,31-226,90,0,0,0,0,1,1,0,0,3,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Marcelo,12,br BRA,LB,28-346,90,0,1,0,0,0,0,0,0,1,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Sergio Ramos,4,es ESP,CB,31-024,76,0,0,0,0,1,0,0,1,0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Nacho,6,es ESP,CB,27-095,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Dani Carvajal,2,es ESP,RB,25-102,90,0,0,0,0,1,0,1,0,3,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/23/17,La Liga,Barcelona,Keylor Navas,1,cr CRC,GK,30-129,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Álvaro Morata,21,es ESP,FW,24-185,90,1,1,0,0,5,4,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Marco Asensio,20,es ESP,LW,21-095,78,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Mariano,18,do DOM,FW,23-268,12,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,James Rodríguez,10,co COL,AM,25-288,90,2,0,0,0,2,2,0,0,2,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Isco,22,es ESP,AM,25-005,78,1,1,0,0,3,1,1,0,1,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Casemiro,14,br BRA,MF,25-062,12,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Lucas Vázquez,17,es ESP,RW,25-299,90,1,1,0,0,3,2,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Mateo Kovačić,16,hr CRO,DM,22-355,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Marcelo,12,br BRA,LB,28-349,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Nacho,6,es ESP,CB,27-098,90,0,0,0,0,0,0,0,0,5,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Raphaël Varane,5,fr FRA,CB,24-001,87,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Álvaro Tejero,27,es ESP,DF,20-280,3,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Danilo,23,br BRA,RB,25-285,90,0,0,0,0,2,0,0,0,5,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/26/17,La Liga,Deportivo La Coruna,Kiko Casilla,13,es ESP,GK,30-206,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/aeba22fe/Deportivo-La-Coruna-Real-Madrid-April-26-2017-La-Liga
4/29/17,La Liga,Valencia,Karim Benzema,9,fr FRA,FW,29-131,71,0,0,0,0,4,2,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Álvaro Morata,21,es ESP,FW,24-188,19,0,1,0,0,0,0,1,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Cristiano Ronaldo,7,pt POR,FW,32-083,90,1,0,0,1,8,2,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,James Rodríguez,10,co COL,FW,25-291,65,0,0,0,0,3,0,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Marco Asensio,20,es ESP,"FW,MF",21-098,25,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Toni Kroos,8,de GER,CM,27-115,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Casemiro,14,br BRA,CM,25-065,90,0,0,0,0,1,0,1,0,1,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Luka Modrić,19,hr CRO,CM,31-232,89,0,0,0,0,1,0,1,0,4,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Lucas Vázquez,17,es ESP,"DF,FW",25-302,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Marcelo,12,br BRA,LB,28-352,90,1,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Sergio Ramos,4,es ESP,CB,31-030,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Nacho,6,es ESP,CB,27-101,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Dani Carvajal,2,es ESP,RB,25-108,90,0,1,0,0,0,0,0,0,4,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
4/29/17,La Liga,Valencia,Keylor Navas,1,cr CRC,GK,30-135,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga
5/2/17,Champions League,Atletico Madrid,Cristiano Ronaldo,7,pt POR,FW,32-086,90,3,0,0,0,5,3,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Karim Benzema,9,fr FRA,FW,29-134,78,0,1,0,0,4,1,0,0,2,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Lucas Vázquez,17,es ESP,"DF,FW",25-305,12,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Isco,22,es ESP,FW,25-011,68,0,0,0,0,1,1,1,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Marco Asensio,20,es ESP,"FW,MF",21-101,22,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Toni Kroos,8,de GER,CM,27-118,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Luka Modrić,19,hr CRO,CM,31-235,90,0,0,0,0,3,0,0,0,2,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Casemiro,14,br BRA,CM,25-068,90,0,1,0,0,1,0,0,0,2,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Marcelo,12,br BRA,LB,28-355,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Sergio Ramos,4,es ESP,CB,31-033,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Raphaël Varane,5,fr FRA,CB,24-007,90,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Dani Carvajal,2,es ESP,RB,25-111,45,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Nacho,6,es ESP,DF,27-104,45,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/2/17,Champions League,Atletico Madrid,Keylor Navas,1,cr CRC,GK,30-138,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League
5/6/17,La Liga,Granada,Álvaro Morata,21,es ESP,FW,24-195,90,2,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Marco Asensio,20,es ESP,AM,21-105,58,0,1,0,0,0,0,0,0,1,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Karim Benzema,9,fr FRA,FW,29-138,32,0,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Lucas Vázquez,17,es ESP,AM,25-309,76,0,1,0,0,4,2,0,0,1,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Mariano,18,do DOM,FW,23-278,14,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,James Rodríguez,10,co COL,AM,25-298,90,2,0,0,0,2,2,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Mateo Kovačić,16,hr CRO,DM,23-000,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Casemiro,14,br BRA,DM,25-072,68,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
